item,name,party,partyLabel,constituency,constituencyLabel,startDate,endDate,sourceDate,psid
Q47494438,Richard Ken Chonga Kiti,Q1640905,ODM,Q47463407,Kilifi South Constituency,2017-08-31,,,Q47494438-6F852853-47B5-4F5D-9D93-589138803108
Q47494318,Richard Maore Maoka,Q27963537,Jubilee Party of Kenya,Q5991642,Igembe North Constituency,2017-08-31,,,Q47494318-3A41B174-2DEA-4AC8-A026-E047D0D9812D
Q47493933,Richard Moitalel KENTA,Q1640905,ODM,Q6966106,Narok North Constituency,2017-08-31,,2022-04-06,Q47493933-3D6B6BCF-9C5A-4A27-84FA-1A1C17970599
Q7327862,Richard Momoima Onyonka,Q5473121,Forum for the Restoration of Democracy – Kenya,Q55616076,Kitutu Chache South Constituency,2017-08-31,,,Q7327862-FD519072-BF65-4736-9F77-2971EDDDF1BE
Q47494882,Richard Nyagaka Tongi,Q27963537,Jubilee Party of Kenya,Q7070906,Nyaribari Chache Constituency,2017-08-31,,,Q47494882-00F308C3-1522-4A07-90DB-A1556E67AB77
Q47494765,Rigathi Gachagua,Q27963537,Jubilee Party of Kenya,Q6787283,Mathira Constituency,2017-08-31,,,Q47494765-9935D85F-1E8C-4B4C-AB09-D478F4606014
Q47494307,Robert Gichimu Githinji,Q27963537,Jubilee Party of Kenya,Q5559477,Gichugu Constituency,2017-08-31,,,Q47494307-FB22982C-75F4-4DA6-916A-74959BDF85D3
Q19604826,Robert Mbui,Q5251223,WDM-K,Q6376607,Kathiani Constituency,2017-08-31,,,Q19604826-6CF81E8C-DFFA-45BF-A7B4-DB2DD24E9D0F
Q18098773,Robert Pukose,Q27963537,Jubilee Party of Kenya,Q47463433,Endebess Constituency,2017-08-31,,,Q18098773-201e8ba6-40f7-b556-f166-ec70e3d24a51
Q47494197,Ronald Kiprotich Tonui,Q27963537,Jubilee Party of Kenya,Q47463457,Bomet Central Constituency,2017-08-31,,,Q47494197-E554CEAA-0DF4-40B2-BC94-4A897A45BE72
Q47490054,Rose Museo Mumo,Q5251223,WDM-K,Q473717,Makueni County,2017-08-31,,,Q47490054-71C648DF-B535-441C-BA11-4E01C1038A0D
Q47490064,Roselinda Soipan Tuya,Q27963537,Jubilee Party of Kenya,Q1852220,Narok County,2017-08-31,,,Q47490064-DDD3042E-6011-4699-97B5-7DE63C5F5D4B
Q47490048,Rozaah Akinyi Buyu,Q1640905,ODM,Q1743809,Kisumu County,2017-08-31,,,Q47490048-788440C1-E51E-4A44-BF89-4D149FF39B50
Q47494424,Ruth Wangari Mwaniki,Q27963537,Jubilee Party of Kenya,Q6405979,Kigumo Constituency,2017-08-31,,2022-04-06,Q47494424-2DF59DBE-EA17-4417-8783-CBC378D8725F
Q47490052,Ruweida Mohamed Obo,Q27963537,Jubilee Party of Kenya,Q1951652,Lamu County,2017-08-31,,,Q47490052-6222223C-0D7D-415E-B8C2-74367576E905
Q47490057,Safia Sheikh Adan,Q27963537,Jubilee Party of Kenya,Q1323683,Marsabit County,2017-08-31,,,Q47490057-6E2C4538-EA89-4B3F-9ED9-DD31BA2AC3A2
Q47494291,Said Buya Hiribae,Q5473121,Forum for the Restoration of Democracy – Kenya,Q5519275,Galole Constituency,2017-08-31,,,Q47494291-191500B5-0425-4586-A262-EDBEEEA71E88
Q47494847,Sakwa John Bunyasi,Q47489380,Amani National Congress,Q6961369,Nambale Constituency,2017-08-31,,,Q47494847-0EAA1CDC-AD28-40D0-A6EF-F90DDC3C4B1F
Q111179993,Sammy Kipkorir Seroney,Q5251223,WDM-K,,,2017-08-31,,,Q111179993-2F31A95A-3486-42DA-BA16-36FAFAC3B6A9
Q47494428,Samson Ndindi Nyoro,Q27963537,Jubilee Party of Kenya,Q6406003,Kiharu Constituency,2017-08-31,,,Q47494428-3E9322E2-95F7-4FD8-849A-2F7280F1144E
Q47493930,Samuel Arama,Q27963537,Jubilee Party of Kenya,Q47463451,Nakuru Town West Constituency,2017-08-31,,,Q47493930-F746DC7E-B7AA-40A6-8E3C-C3C1A2F5D02E
Q47493987,Samuel Atandi,Q1640905,ODM,Q4714387,Alego Constituency,2017-08-31,,2022-04-06,Q47493987-BD5C00A7-6DAB-45D6-A0AE-82D2AA9F312B
Q47495079,Samuel Kinuthia Gachobe,Q27963537,Jubilee Party of Kenya,Q7632288,Subukia Constituency,2017-08-31,,,Q47495079-B6113B5C-F093-44A1-A64F-ECF373AC96EA
Q47493897,Samwel Moroto Chumel,Q27963537,Jubilee Party of Kenya,Q13640987,Kapenguria Constituency,2017-08-31,,,Q47493897-AD012F93-6BB6-4255-9BA6-122F2701AFEB
Q47494639,Sarah Paulata Korere,Q27963537,Jubilee Party of Kenya,Q47463445,Laikipia North Constituency,2017-08-31,,,Q47494639-9C518E0B-2A84-47D2-8F14-0FEE004F87AA
Q47494518,Shadrack John Mose,Q27963537,Jubilee Party of Kenya,Q6418659,Kitutu Masaba Constituency,2017-08-31,,,Q47494518-57DB2FA8-E35E-47D9-AF6C-3045189AAB80
Q4696013,Shakeel Shabbir,Q327591,IND,Q6417349,Kisumu Town East Constituency,2017-08-31,,2022-04-06,Q4696013-262BAC49-8AEB-4C21-A35D-00FE9A1D5C76
Q47494644,Sharif Athman Ali,Q27963537,Jubilee Party of Kenya,Q6482731,Lamu East Constituency,2017-08-31,,,Q47494644-5C14EA38-FD98-4F9B-AB1C-B58BE42FCEC1
Q47494792,Silas Kipkoech Tiren,Q27963537,Jubilee Party of Kenya,Q47463437,Moiben Constituency,2017-08-31,,,Q47494792-311C29B9-7EE5-434D-8C1A-E658EEC10C02
Q47495055,Silvanus Osoro Onyiego,Q6392670,Kenya National Congress,Q7568008,South Mugirango Constituency,2017-08-31,,,Q47495055-0D19F657-EA1C-4E36-92E2-8DCD8CFC6614
Q47494963,Simon Nganga Kingara,Q27963537,Jubilee Party of Kenya,Q47463426,Ruiru Constituency,2017-08-31,,,Q47494963-C27AAD3F-8AD6-49F4-8FA3-ABF84C6997A8
Q47494321,Sophia Abdi Noor,Q7141057,Party of Development and Reforms,Q5995093,Ijara Constituency,2017-08-31,,,Q47494321-BCE4F306-855F-48FD-A480-8E05FFDB4E72
Q47494646,Stanley Muiruri Muthama,Q47489396,Maendeleo Chap Chap Party,Q6482735,Lamu West Constituency,2017-08-31,,,Q47494646-A58221F2-52FB-415B-9E75-1620EEFCD008
Q47494770,Stephen Mutinda Mule,Q5251223,WDM-K,Q17089728,Matungulu Constituency,2017-08-31,,,Q47494770-82272A3F-A659-4A5B-841F-7C0FF3D07E84
Q47493967,Suleiman Dori Ramadhani,Q1640905,ODM,Q6930119,Msambweni Constituency,2017-08-31,2020-03-09,2022-04-06,Q47493967-BA0516D9-F497-4DD4-BCAD-6C80F53025E1
Q47493938,Swarup Ranjan Mishra,Q27963537,Jubilee Party of Kenya,Q47463440,Kesses Constituency,2017-08-31,,,Q47493938-31D3B3EA-5C39-4C15-A0B2-E4FE6E33938D
Q47493981,Sylvanus Maritim,Q27963537,Jubilee Party of Kenya,Q4697387,Ainamoi Constituency,2017-08-31,,,Q47493981-8F9FF233-EB0B-45D5-822D-9E0EEAB75C69
Q47490062,Tecla Tum,Q27963537,Jubilee Party of Kenya,Q1964569,Nandi County,2017-08-31,,2022-04-06,Q47490062-69E1C03A-08F6-4BFC-8879-B4536F562700
Q47494292,Teddy Ngumbao Mwambire,Q1640905,ODM,Q5521558,Ganze Constituency,2017-08-31,,,Q47494292-4BC394E8-A045-42E4-8699-34EB7098041E
Q47494444,Thuddeus Kithua Nzambia,Q5251223,WDM-K,Q6408123,Kilome Constituency,2017-08-31,,2022-04-06,Q47494444-C16B6B58-DD63-4548-A5B3-C70A8DC9D1E8
Q23887512,Timothy Wanyonyi Wetangula,Q1640905,ODM,Q3955339,Westlands Constituency,2017-08-31,,,Q23887512-61FC7020-C995-4876-82BD-1652E49C4470
Q47494692,Titus Khamala Mukhwana,Q47489380,Amani National Congress,Q6704894,Lurambi Constituency,2017-08-31,,,Q47494692-BB1CFE74-2AAC-4172-BC37-E374CB30FF04
Q47494889,Tom Mboya Odege,Q1640905,ODM,Q7070932,Nyatike Constituency,2017-08-31,,,Q47494889-E93B4A84-020D-4A81-8A66-AD18B284FD71
Q7926175,Victor Kioko Munyaka,Q27963537,Jubilee Party of Kenya,Q13123147,Machakos Town Constituency,2017-08-31,,2022-04-06,Q7926175-51D174E6-B90E-43E6-8273-54492D670A92
Q47495194,Vincent Kemosi Mogaka,Q5473121,Forum for the Restoration of Democracy – Kenya,Q7986042,West Mugirango Constituency,2017-08-31,,,Q47495194-E4036D41-8D2D-418D-84D0-880F66093684
Q47494799,Vincent Kipkurui Tuwei,Q27963537,Jubilee Party of Kenya,Q6916414,Mosop Constituency,2017-08-31,,,Q47494799-CC6CABDF-7307-4BF3-AD18-71C0E3632160
Q47494824,Vincent Musyoka Musau,Q47489396,Maendeleo Chap Chap Party,Q6944627,Mwala Constituency,2017-08-31,,,Q47494824-EA4ACD0D-4FC8-4D39-967F-D516C496A594
Q47493977,William Chepkut,Q327591,IND,Q47463438,Ainabkoi Constituency,2017-08-31,,2022-04-06,Q47493977-4B47C19F-8AE1-43DF-AFE6-DC846827B841
Q47495132,William Kamket Kassait,Q1422517,KANU,Q47463443,Tiaty Constituency,2017-08-31,,,Q47495132-5195DB7E-9A8F-4F06-83B6-93A67DCD4CE4
Q47494929,William Kamoti Mwamkale,Q1640905,ODM,Q47463408,Rabai Constituency,2017-08-31,,,Q47494929-BDE46F3A-06D8-4178-9949-F95E584B9368
Q47494748,William Kipkemoi Kisang,Q27963537,Jubilee Party of Kenya,Q6754691,Marakwet West Constituency,2017-08-31,,,Q47494748-EF53A618-D378-4740-BDB1-3CCA1E31CFC5
Q8014046,William Kipkorir,Q27963537,Jubilee Party of Kenya,Q4860776,Baringo North Constituency,2017-08-31,,,Q8014046-818B9965-4035-409B-885C-33D992076030
Q47494228,Wilson Kipngetich Kogo,Q27963537,Jubilee Party of Kenya,Q47463442,Chesumei Constituency,2017-08-31,,,Q47494228-8B8171DC-BA8E-49AA-8599-6F4DB3C159EA
Q109070160,Wilson Sossion,Q1640905,ODM,,,2017-08-31,,,Q109070160-A4B4B0BE-BA60-4146-B90C-635311FC451E
Q47494549,Yegon Brighton Leonard,Q27963537,Jubilee Party of Kenya,Q6429614,Konoin Constituency,2017-08-31,,,Q47494549-5B8713B3-FC15-491E-B98D-A9222ECB8E92
Q4664957,Yusuf Hassan Abdi,Q27963537,Jubilee Party of Kenya,Q6359828,Kamukunji Constituency,2017-08-31,,,Q4664957-029C30B5-2217-4FA4-8D78-E68DA6DF5291
Q47494467,Zachary Kwenya Thuku,Q27963537,Jubilee Party of Kenya,Q6410379,Kinangop Constituency,2017-08-31,,,Q47494467-3FB27A42-0DD1-422C-B322-B701469166E1
Q47494010,Zadoc Abel Ogutu,Q327591,IND,Q47463484,Bomachoge Borabu Constituency,2017-08-31,,,Q47494010-270EE3C9-6367-41C9-A1B3-690C50AC8C55
Q47490050,Zuleikha Juma Hassan,Q1640905,ODM,Q952571,Kwale County,2017-08-31,,2022-04-06,Q47490050-24A3C463-67DA-4394-A9E7-F474217506FF
